,PM2,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon,province
29243,1.4,1.52,0.84,0.48,0.17,42.27,-1.2,-1.62,254.76,71.1,86505.98,40.98,104.73,内蒙古自治区
29244,1.4,1.52,0.84,0.5,0.17,42.45,-1.09,-1.86,254.3,71.97,86560.43,40.98,104.91,内蒙古自治区
29245,1.38,1.5,0.82,0.55,0.17,43.65,-0.72,-2.73,254.16,72.9,87145.2,40.98,105.09,内蒙古自治区
29246,1.34,1.46,0.81,0.52,0.17,43.78,-0.41,-3.39,254.01,73,87710.8,40.98,105.27,内蒙古自治区
29247,1.31,1.44,0.83,0.52,0.17,44.49,-0.1,-3.5,253.85,73.11,88065.18,40.98,105.45,内蒙古自治区
29248,1.3,1.43,0.86,0.57,0.17,45.13,0.07,-2.91,253.7,72.65,88029,40.98,105.62,内蒙古自治区
29249,1.24,1.36,0.9,0.73,0.17,45.68,-0.11,-2.62,253.52,68.74,87475.38,40.98,105.8,内蒙古自治区
29250,1.13,1.25,0.91,0.6,0.17,48.11,-0.68,-3,253.62,62.12,86533.45,40.97,105.98,内蒙古自治区
29251,1.07,1.19,0.93,0.46,0.17,49.84,-0.53,-3.51,252.83,59.61,84367.02,40.97,106.16,内蒙古自治区
29252,1.09,1.21,0.99,0.48,0.17,50.8,1.65,-4.99,251.33,60.75,81451.23,40.97,106.34,内蒙古自治区
29253,1.46,1.67,1.5,0.76,0.17,50.43,3.64,-5.65,251.25,59.62,80769.72,40.97,106.52,内蒙古自治区
29254,3.91,4.67,4.31,2.11,0.19,47.47,2.63,-3.91,253.26,52.18,83953.02,40.97,106.69,内蒙古自治区
29255,6.95,8.47,8.44,3.97,0.23,45.04,0.27,-2.17,255.59,44.08,88264.05,40.97,106.87,内蒙古自治区
29256,9.54,11.84,13.48,6.23,0.26,42.64,-1.06,-2.94,256.35,42.22,90490.35,40.96,107.05,内蒙古自治区
29257,9.76,12.18,14.67,6.86,0.26,41.91,-0.97,-4.78,255.53,45.4,90741.69,40.96,107.23,内蒙古自治区
29258,9.49,11.81,14.06,6.59,0.26,42.06,-0.15,-5.28,254.55,49.09,90545.52,40.96,107.41,内蒙古自治区
29259,5.33,6.33,4.36,2.82,0.22,45.38,0.33,-4.61,254.01,51.66,90444.8,40.95,107.58,内蒙古自治区
29260,5.25,6.19,3.98,2.69,0.22,45.63,0.25,-3.59,253.56,53.48,90323.94,40.95,107.76,内蒙古自治区
29261,6.67,7.93,5.59,3.45,0.24,44.44,-0.14,-2.41,252.93,56.14,90393.62,40.95,107.94,内蒙古自治区
29262,9.35,11.22,8.89,4.87,0.26,42.24,-0.56,-1.89,252.21,60.02,90585.05,40.94,108.12,内蒙古自治区
29263,10.93,13.25,11.67,6.09,0.28,40.2,-0.79,-2.62,251.26,64.49,90665.71,40.94,108.3,内蒙古自治区
29264,10.15,12.28,10.2,5.62,0.27,39.94,-0.36,-3.58,250.74,65.12,90653.56,40.93,108.47,内蒙古自治区
29265,7.77,9.31,6.33,3.96,0.24,41.16,1.57,-4.17,250.9,61.63,90711.42,40.93,108.65,内蒙古自治区
29266,2.54,3.31,2.12,1.17,0.2,52.63,0.73,-5.54,255.45,81.29,90710.59,40.93,108.83,内蒙古自治区
29267,3.61,4.24,2.15,1.54,0.2,44.95,-1.11,-3.14,251.66,59.3,90278.98,40.92,109.01,内蒙古自治区
29268,3.39,3.97,1.97,1.39,0.2,45.42,-0.71,-4.35,251.21,59.93,88728.8,40.92,109.19,内蒙古自治区
29269,3.25,3.82,1.88,1.33,0.2,45.96,0.12,-5.39,249.99,62.2,86290.06,40.91,109.37,内蒙古自治区
29270,3.62,4.33,1.99,1.45,0.27,45.84,1.99,-6.53,248.99,63.65,85007.34,40.9,109.54,内蒙古自治区
29271,4.08,4.99,2.24,1.59,0.36,46.04,2.64,-6.85,249.65,58.98,85785.14,40.9,109.72,内蒙古自治区
29272,4.73,5.93,2.75,1.81,0.46,45.79,1.93,-6.57,249.71,57.33,86159.64,40.89,109.9,内蒙古自治区
29273,6.83,9.14,6.14,3.18,0.84,44.41,1.76,-7.21,248.52,61.29,85334.41,40.89,110.08,内蒙古自治区
29274,5.55,7.36,4.24,2.4,0.71,46.81,2.19,-8.85,247.69,62.53,83967.76,40.88,110.25,内蒙古自治区
29275,4.58,6.09,3.24,1.85,0.59,50.24,3.06,-10.78,247.44,58.91,82106.98,40.87,110.43,内蒙古自治区
29276,4.02,5.35,2.82,1.55,0.53,52.17,4.25,-11.46,247.39,56.07,81026.45,40.87,110.61,内蒙古自治区
29277,3.75,5.02,2.63,1.38,0.5,53.54,5.41,-11.37,247.82,53.37,81272.01,40.86,110.79,内蒙古自治区
29278,3.5,4.69,2.53,1.27,0.49,55.02,6.58,-11.65,249.05,48.89,82648.85,40.85,110.97,内蒙古自治区
29279,3.83,5.37,2.91,1.39,0.57,54.09,6.74,-10.81,250.35,45.56,84403.3,40.84,111.14,内蒙古自治区
29280,4.21,6.26,3.49,1.57,0.7,53.63,5.76,-8.81,250.71,46.04,85435.01,40.84,111.32,内蒙古自治区
29281,8.96,18.21,18.8,6.52,2.47,58.13,4.06,-6.4,250.69,47.93,86372.3,40.83,111.5,内蒙古自治区
29282,12.67,28.18,27.22,10.19,3.97,59.87,2.47,-3.98,250.94,49.56,88373.59,40.82,111.68,内蒙古自治区
29283,9.27,19.5,12.08,5.15,2.54,55.9,1.68,-1.71,250.36,55.31,89851,40.81,111.85,内蒙古自治区
29284,8.65,17.7,8.64,3.94,2.27,53.43,1.22,-0.21,249.32,61.18,88961.52,40.8,112.03,内蒙古自治区
29285,10.05,19.9,9.19,4.23,2.55,52.23,1.97,-0.28,247.68,66.29,86041.09,40.79,112.21,内蒙古自治区
29286,8.87,17.19,7.54,3.62,2.24,50.4,4.56,-2.28,246.37,66.55,83447.97,40.78,112.39,内蒙古自治区
29287,7.68,14.65,7.54,4.61,1.94,49.46,6.25,-4.94,246.71,61.89,83484.08,40.77,112.56,内蒙古自治区
29288,6.51,12.1,6.37,4.19,1.59,48.53,6.55,-6.32,247.02,56.38,83769.04,40.76,112.74,内蒙古自治区
29289,6.31,10.84,5.9,3.66,1.36,48.03,6.57,-6.68,247.16,61.38,83217.29,40.75,112.92,内蒙古自治区
29290,7.62,11.95,7.88,4.18,1.36,46.94,7.16,-6.35,247.24,43.74,84181.76,40.74,113.1,内蒙古自治区
29291,7.5,11.26,8.16,3.58,1,50.75,6.92,-7.67,250.08,67.5,85657.2,40.73,113.27,内蒙古自治区
29292,9.49,12.96,11.61,3.87,0.89,49.51,4.87,-7.32,249.65,72.79,85515.3,40.72,113.45,内蒙古自治区
29293,11.16,14.02,17.11,4.13,0.81,48.47,4.65,-5.85,247.58,71.34,84406.91,40.71,113.63,内蒙古自治区
29294,12.46,15.06,23.4,4.34,0.69,48.97,7.23,-5.54,246.97,67.25,84351.03,40.7,113.8,内蒙古自治区
29295,11.52,13.74,23.75,3.95,0.25,51.07,10.48,-7.49,248.05,59.75,86036.76,40.69,113.98,内蒙古自治区
29296,11.13,13.56,22.93,3.9,0.25,52.22,10.46,-7.87,250.23,51.87,88712.2,40.68,114.16,山西省
29297,12.2,15.37,25.76,4.73,0.26,53.42,6.83,-4.2,251.83,47.77,91114.2,40.67,114.33,河北省
29298,14.87,20.23,35.09,6.5,0.28,55.27,5.18,1.12,252.14,48.91,92089.13,40.66,114.51,河北省
29299,17.37,24.52,46.41,9.8,0.3,59.45,8,1.68,252.7,46.92,92164,40.64,114.69,河北省
29300,20.49,28.3,55.49,14.12,0.39,65.75,9.88,-1.81,253.5,45.76,93158.17,40.63,114.87,河北省
29301,19.25,25.28,47.76,13.39,0.4,65.65,8.67,-5.78,254.19,46.91,94281.97,40.62,115.04,河北省
29302,15.93,21.41,35.57,10.02,0.36,61.51,8.28,-8.31,253.94,45.76,93413.75,40.61,115.22,河北省
29303,12.39,16.53,22.39,7.18,0.33,56.2,8.43,-6.87,252.73,46.12,90454.77,40.59,115.4,河北省
29304,9.64,12.43,14.67,5.37,0.29,52.41,8.09,-5.82,251.94,47.29,87632.18,40.58,115.57,河北省
29305,8.43,11.1,9.52,4.43,0.29,49.41,7.4,-6.96,252.8,44.09,88316.31,40.57,115.75,河北省
29306,7.78,10.08,6.94,3.77,0.29,48.42,5.32,-7.19,255.07,40.94,92214.56,40.55,115.92,北京市
29307,10.54,14.11,7.12,4.47,0.38,47.71,2.75,-6.89,255.51,41.41,94663.48,40.54,116.1,北京市
29308,9.44,11.47,5.27,4.85,0.38,46.35,2.61,-6.31,254.61,42.89,93457.24,40.52,116.28,北京市
29309,12.38,15.19,6.17,7.2,0.48,44.24,3.68,-5.93,254.64,42.98,92990.71,40.51,116.45,北京市
29310,18.04,22.29,9.41,11.39,0.61,42.15,3.43,-5.98,256.88,38.95,96394.89,40.49,116.63,北京市
29311,19.12,24.06,9.56,12.39,0.59,41.05,2.4,-6.69,258.64,36.71,100322.17,40.48,116.81,北京市
29312,11.44,14.42,6.16,8.27,0.4,46.2,0.53,-9.53,260.2,47.86,100543.55,40.47,116.98,北京市
29313,17.29,20.59,8.7,14.96,0.52,40.8,0.49,-8.7,256.21,42.54,97605.25,40.45,117.16,北京市
29314,13.17,15.52,6.92,12.81,0.41,42.14,2.5,-10.77,254.44,45.01,94470.92,40.43,117.33,河北省
29315,15.19,17.63,9.91,13.66,0.44,42.95,3.78,-10.97,254.33,42.85,93377.82,40.42,117.51,河北省
29316,18.92,22.43,13.99,17.62,0.5,42.25,4.31,-11.68,255.08,41.16,94469.59,40.4,117.69,河北省
29317,19.97,23.62,16.03,19.38,0.52,42.57,3.96,-11.95,256.35,38.68,96364.69,40.39,117.86,河北省
29318,21.27,25.13,17.51,20.73,0.55,42.63,3.12,-10.75,257.49,37.44,98345.89,40.37,118.04,河北省
29319,25.5,30.19,19.5,23.26,0.64,41.66,2.86,-9.21,257.9,38.56,99382.02,40.35,118.21,河北省
29320,31.75,38.17,22.98,27.06,0.82,40.17,3.06,-8.14,257.46,41.34,98776.95,40.34,118.39,河北省
29321,48.81,61.44,46.91,42.04,1.62,36.18,2.83,-7.58,257.01,43.13,97837.83,40.32,118.56,河北省
29322,49.85,66.09,41.26,35.02,1.79,37.03,1.75,-6.86,256.9,43.62,97269.69,40.3,118.74,河北省
29323,53.62,75.03,42.84,34.63,2.12,35.74,0.39,-6.63,256.76,45.55,97801.62,40.28,118.91,河北省
29324,53.12,77.32,38.91,33.79,2.19,34.71,-0.56,-7,256.19,47.8,98593.86,40.27,119.09,河北省
29325,51.52,77.78,37.66,34.97,2.23,34.48,-0.41,-8.11,254.87,50.83,96942.2,40.25,119.26,河北省
29326,51.49,79.87,36.87,36.05,2.3,34.76,1.46,-8.36,254.3,52.63,96038.45,40.23,119.44,河北省
29327,50.75,80.62,40.2,38.34,2.38,34.89,2.3,-8.98,256.03,46.34,98221.09,40.21,119.61,河北省
29328,49.48,76.59,42.41,37.33,2.29,35.24,1.28,-8.2,257.34,45.3,100133.02,40.19,119.79,辽宁省
29329,51.99,79.66,36.97,35.98,2.28,34.7,0.81,-8.55,257.4,47.18,101357.14,40.18,119.96,辽宁省
29330,53.69,77.66,25.99,30.65,2.05,34.32,0.89,-8.93,257.02,45.76,102247.06,40.16,120.14,辽宁省
29331,28.82,39.02,16.94,16.44,0.55,36.62,-0.99,-9.77,261.36,80.92,101718.68,39.95,121.88,辽宁省
29332,41.61,57,25.98,20.63,0.84,29.21,-1.45,-8.21,257.92,77.57,99939.9,39.93,122.06,辽宁省
29333,49.45,67.64,30.67,22.56,1.02,25.08,0.33,-8.52,256.04,73.73,98389.5,39.91,122.23,辽宁省
29334,46.88,62.86,31.12,21.75,0.96,25.75,1.8,-8.36,256.35,68.49,99145.3,39.89,122.4,辽宁省
29335,44.4,58.7,30.1,20.72,0.88,26.54,2.38,-8.38,256.96,65.1,100238.45,39.87,122.58,辽宁省
29336,45.58,59.79,31.52,21.26,0.87,25.75,2.29,-7.16,257.78,59.52,100762.89,39.84,122.75,辽宁省
29337,48.57,62.72,32.2,22.41,0.84,24.69,1.28,-5.71,258.8,57.93,101426.25,39.82,122.92,辽宁省
29338,50.65,63.65,29.19,23.03,0.76,24.47,1.37,-7.1,258.52,52.31,101854.58,39.8,123.1,辽宁省
29339,42.27,51.12,22.61,19.95,0.58,30.13,1.36,-9.19,260.7,70.03,101979.57,39.78,123.27,辽宁省
29340,46.89,55.21,22.8,22.01,0.59,26.56,1.88,-8.15,258.07,54.67,101998.09,39.75,123.44,辽宁省
29341,2.62,2.76,0.66,1.39,0.16,83.28,17.05,5.13,257.73,37.87,57671.44,37.81,75.02,新疆维吾尔自治区
29342,2.61,2.76,0.68,1.54,0.16,82.09,11.58,1.36,265.86,25.29,65354.72,37.84,75.18,新疆维吾尔自治区
29343,2.72,2.91,1.09,1.75,0.16,79.17,5.76,-5.19,263.01,30.45,63907.09,37.88,75.35,新疆维吾尔自治区
29344,2.68,2.87,1.14,1.7,0.16,78.97,11.22,-3.88,257.78,39.1,58268,37.92,75.51,新疆维吾尔自治区
29345,2.63,2.8,1,1.63,0.16,80.16,14.42,-1.08,262.14,29.29,61311.97,37.95,75.68,新疆维吾尔自治区
29346,2.58,2.75,0.92,1.66,0.16,78.64,9,-0.45,267.81,21.48,66880.7,37.99,75.84,新疆维吾尔自治区
29347,2.64,2.82,0.86,1.57,0.16,77.18,3.43,-2.05,269.2,20.63,70241.25,38.03,76.01,新疆维吾尔自治区
29348,3.03,3.25,0.9,1.41,0.16,78.67,2.07,-2.99,269.66,20.66,71655.46,38.06,76.17,新疆维吾尔自治区
29349,3.98,4.3,1.13,1.28,0.16,78.91,2.25,-2.22,268.56,22.32,71262.24,38.1,76.34,新疆维吾尔自治区
29350,5.85,6.36,1.68,1.34,0.18,78.61,2.76,-2.47,268.59,22.94,73364.73,38.14,76.51,新疆维吾尔自治区
29351,14.66,16.07,4.12,1.85,0.24,75.68,2.46,-3.41,268.48,28.47,78464.7,38.17,76.67,新疆维吾尔自治区
29352,35.06,38.72,9.82,4.12,0.39,69.81,0.73,-2.33,265.97,40.33,83532.17,38.21,76.84,新疆维吾尔自治区
29353,51.56,57.38,15.07,7.62,0.52,64.53,-0.16,-0.91,262.22,61.21,86631.37,38.24,77.01,新疆维吾尔自治区
29354,63.56,71.49,20.91,11.77,0.62,58.32,0.04,-0.57,260.21,77.15,87555.18,38.28,77.17,新疆维吾尔自治区
29355,58.82,66.37,20.77,11.73,0.59,57.18,0.13,-0.45,259.92,80.85,87844.94,38.31,77.34,新疆维吾尔自治区
29356,40.89,45.75,12.85,6.73,0.45,60.58,-0.01,-0.32,260.43,81.53,87979.83,38.35,77.51,新疆维吾尔自治区
29357,27.15,29.92,7.06,2.95,0.34,61.67,-0.15,-0.31,261.39,79.81,87955.71,38.38,77.67,新疆维吾尔自治区
29358,20.61,22.5,5.14,1.48,0.29,60.38,-0.17,-0.17,261.63,79.58,88017.16,38.42,77.84,新疆维吾尔自治区
29359,17.63,19.16,4.33,1.01,0.27,59.14,-0.11,-0.07,261.84,78.74,88084.53,38.45,78.01,新疆维吾尔自治区
29360,15.69,17,3.81,0.75,0.26,58.25,-0.09,0.03,261.9,78.15,88095.15,38.48,78.17,新疆维吾尔自治区
29361,14.26,15.42,3.42,0.59,0.25,57.75,-0.06,0.09,261.91,77.32,88080.62,38.52,78.34,新疆维吾尔自治区
29362,13.2,14.26,3.15,0.5,0.25,57.78,-0.01,0.11,261.89,76.58,88090.02,38.55,78.51,新疆维吾尔自治区
29363,12.38,13.38,2.95,0.45,0.24,58.22,0.05,0.1,261.84,76.38,88157.3,38.59,78.68,新疆维吾尔自治区
29364,11.76,12.71,2.8,0.42,0.24,58.69,0.08,0.06,261.8,76.51,88223.5,38.62,78.84,新疆维吾尔自治区
29365,11.31,12.23,2.7,0.4,0.24,58.95,0.09,0.04,261.86,75.93,88146.42,38.65,79.01,新疆维吾尔自治区
29366,10.98,11.9,2.61,0.41,0.24,58.85,0.14,0.02,261.95,74.58,88016.2,38.68,79.18,新疆维吾尔自治区
29367,10.74,11.65,2.55,0.42,0.24,58.62,0.2,0.01,261.9,74.33,88059.02,38.72,79.35,新疆维吾尔自治区
29368,10.61,11.54,2.53,0.44,0.24,58.38,0.2,0.02,261.84,74.6,88134.56,38.75,79.52,新疆维吾尔自治区
29369,10.51,11.45,2.51,0.47,0.24,58.18,0.19,0,261.81,75.12,88199.43,38.78,79.69,新疆维吾尔自治区
29370,10.38,11.33,2.49,0.5,0.24,58,0.17,-0.03,261.72,75.74,88301.08,38.81,79.86,新疆维吾尔自治区
29371,10.03,10.95,2.41,0.51,0.24,57.76,0.15,-0.01,261.79,74.5,88272.15,38.84,80.02,新疆维吾尔自治区
29372,9.69,10.58,2.35,0.55,0.24,57.58,0.24,0,261.9,71.42,88248.2,38.88,80.19,新疆维吾尔自治区
29373,9.45,10.33,2.31,0.53,0.24,57.54,0.37,-0.09,261.84,70.95,88423.82,38.91,80.36,新疆维吾尔自治区
29374,9.31,10.18,2.3,0.47,0.24,57.68,0.41,-0.25,261.64,72.03,88733.54,38.94,80.53,新疆维吾尔自治区
29375,9.02,9.88,2.26,0.43,0.24,58.01,0.31,-0.4,261.45,73.89,88959.2,38.97,80.7,新疆维吾尔自治区
29376,8.56,9.38,2.19,0.4,0.23,58.47,0.27,-0.48,261.05,74.9,89018.3,39,80.87,新疆维吾尔自治区
29377,8.06,8.84,2.1,0.39,0.23,58.05,0.3,-0.66,261.65,73.88,89028.52,39.03,81.04,新疆维吾尔自治区
29378,7.43,8.15,1.98,0.36,0.23,57.48,0.23,-0.98,262.32,70.75,89051.62,39.06,81.21,新疆维吾尔自治区
29379,6.7,7.34,1.83,0.32,0.22,56.84,0.1,-1.24,262.94,67.01,89089.73,39.09,81.38,新疆维吾尔自治区
29380,5.74,6.27,1.64,0.25,0.21,56.42,-0.06,-1.37,263.58,62.69,89126.6,39.12,81.55,新疆维吾尔自治区
29381,4.94,5.39,1.49,0.22,0.21,56.03,-0.36,-1.35,264.27,58.02,89191.96,39.15,81.72,新疆维吾尔自治区
29382,4.43,4.83,1.4,0.22,0.21,55.48,-0.79,-1.22,264.83,54.92,89242.16,39.18,81.89,新疆维吾尔自治区
29383,4.11,4.49,1.34,0.23,0.2,54.73,-1.09,-1.17,265.11,53.97,89283.7,39.21,82.06,新疆维吾尔自治区
29384,3.83,4.18,1.29,0.24,0.2,54.04,-1.24,-1.13,265.24,53.87,89400.54,39.24,82.23,新疆维吾尔自治区
29385,3.55,3.87,1.23,0.26,0.2,53.4,-1.4,-1.01,265.34,54.42,89508.62,39.26,82.4,新疆维吾尔自治区
29386,3.23,3.51,1.16,0.27,0.2,52.69,-1.54,-0.9,265.37,55.68,89560.21,39.29,82.57,新疆维吾尔自治区
29387,3.07,3.34,1.13,0.32,0.2,51.92,-1.66,-0.8,265.38,56.93,89614.34,39.32,82.74,新疆维吾尔自治区
29388,2.97,3.23,1.12,0.36,0.2,51.23,-1.78,-0.74,265.35,57.99,89621.51,39.35,82.91,新疆维吾尔自治区
29389,2.9,3.16,1.1,0.38,0.2,50.6,-1.87,-0.71,265.3,59.05,89581.45,39.38,83.08,新疆维吾尔自治区
29390,2.84,3.09,1.09,0.37,0.2,50.09,-1.9,-0.66,265.24,60.15,89606.02,39.4,83.26,新疆维吾尔自治区
29391,2.78,3.03,1.09,0.33,0.2,49.63,-1.92,-0.62,265.22,61.05,89685.8,39.43,83.43,新疆维吾尔自治区
29392,2.74,2.98,1.08,0.26,0.2,49.14,-1.97,-0.58,265.21,61.66,89768.06,39.46,83.6,新疆维吾尔自治区
29393,2.73,2.97,1.08,0.32,0.2,48.47,-2.06,-0.57,265.18,61.92,89796.05,39.49,83.77,新疆维吾尔自治区
29394,2.74,2.98,1.08,0.28,0.2,47.87,-2.12,-0.61,265.12,61.94,89795.12,39.51,83.94,新疆维吾尔自治区
29395,2.77,3.01,1.08,0.22,0.2,47.29,-2.08,-0.7,265.08,62.01,89890.86,39.54,84.11,新疆维吾尔自治区
29396,2.81,3.06,1.09,0.13,0.2,46.73,-2.02,-0.78,265.06,62.04,90060.07,39.56,84.28,新疆维吾尔自治区
29397,2.87,3.12,1.1,0.12,0.2,46.13,-2,-0.85,265.04,62.04,90209.71,39.59,84.46,新疆维吾尔自治区
29398,2.94,3.19,1.11,0.11,0.2,45.6,-1.98,-0.91,265,62.08,90319.52,39.62,84.63,新疆维吾尔自治区
29399,3,3.25,1.12,0.11,0.2,45.15,-1.94,-0.92,264.93,62.11,90397.52,39.64,84.8,新疆维吾尔自治区
29400,3.07,3.32,1.13,0.1,0.2,44.81,-1.9,-0.96,264.85,62.13,90461.1,39.67,84.97,新疆维吾尔自治区
29401,3.13,3.39,1.14,0.1,0.2,44.59,-1.86,-1.01,264.72,62.37,90505.16,39.69,85.15,新疆维吾尔自治区
29402,3.21,3.47,1.16,0.1,0.2,44.47,-1.78,-1.07,264.58,62.78,90570.34,39.72,85.32,新疆维吾尔自治区
29403,3.3,3.57,1.18,0.11,0.2,44.39,-1.67,-1.15,264.48,63.15,90732.35,39.74,85.49,新疆维吾尔自治区
29404,3.41,3.68,1.21,0.11,0.2,44.32,-1.62,-1.21,264.4,63.24,90911.34,39.77,85.66,新疆维吾尔自治区
29405,3.54,3.81,1.24,0.12,0.2,44.29,-1.67,-1.18,264.3,62.9,91011.91,39.79,85.84,新疆维吾尔自治区
29406,3.69,3.96,1.27,0.14,0.2,44.35,-1.79,-1.12,264.19,62.5,91061.99,39.82,86.01,新疆维吾尔自治区
29407,3.87,4.14,1.3,0.16,0.2,44.51,-1.9,-1.13,264.02,62.49,91093.57,39.84,86.18,新疆维吾尔自治区
29408,4.06,4.34,1.34,0.18,0.2,44.84,-1.96,-1.25,263.85,63.12,91219.2,39.86,86.35,新疆维吾尔自治区
29409,4.25,4.53,1.38,0.21,0.2,45.3,-2,-1.34,263.7,63.64,91421.8,39.89,86.53,新疆维吾尔自治区
29410,4.4,4.68,1.41,0.23,0.2,45.75,-2.09,-1.4,263.56,63.53,91535.4,39.91,86.7,新疆维吾尔自治区
29411,4.5,4.78,1.43,0.25,0.2,46.08,-2.19,-1.46,263.4,62.74,91593.05,39.93,86.87,新疆维吾尔自治区
29412,4.55,4.83,1.44,0.27,0.2,46.3,-2.28,-1.5,263.24,61.48,91718.65,39.96,87.05,新疆维吾尔自治区
29413,4.55,4.83,1.44,0.28,0.2,46.29,-2.42,-1.51,263.07,60.01,91851.25,39.98,87.22,新疆维吾尔自治区
29414,4.52,4.8,1.45,0.29,0.2,46.08,-2.56,-1.53,262.83,59.31,91921.86,40,87.4,新疆维吾尔自治区
29415,4.5,4.78,1.46,0.3,0.2,45.93,-2.67,-1.62,262.51,59.81,92048.4,40.02,87.57,新疆维吾尔自治区
29416,4.49,4.76,1.47,0.3,0.19,45.91,-2.79,-1.73,262.16,59.84,92153.61,40.04,87.74,新疆维吾尔自治区
29417,4.45,4.73,1.48,0.31,0.19,45.87,-2.87,-1.75,261.79,59.98,92250.12,40.07,87.92,新疆维吾尔自治区
29418,4.4,4.67,1.49,0.33,0.19,45.73,-3.06,-1.67,261.56,60.28,92440.35,40.09,88.09,新疆维吾尔自治区
29419,4.35,4.62,1.49,0.34,0.19,45.72,-3.44,-1.68,261.26,60.65,92556.52,40.11,88.27,新疆维吾尔自治区
29420,4.3,4.57,1.49,0.28,0.19,45.56,-3.75,-1.56,261.2,60.93,92608.98,40.13,88.44,新疆维吾尔自治区
29421,4.28,4.55,1.5,0.21,0.19,45.61,-3.88,-1.45,260.98,61.53,92663.33,40.15,88.61,新疆维吾尔自治区
29422,4.3,4.58,1.52,0.22,0.19,45.84,-3.89,-1.47,260.59,62.62,92668.79,40.17,88.79,新疆维吾尔自治区
29423,4.35,4.63,1.55,0.23,0.19,46.36,-3.79,-1.68,259.77,65.21,92725.77,40.19,88.96,新疆维吾尔自治区
29424,4.4,4.69,1.58,0.24,0.19,46.93,-3.72,-1.83,258.75,69.83,92839.48,40.21,89.14,新疆维吾尔自治区
29425,4.42,4.71,1.6,0.25,0.19,47.53,-3.88,-1.9,257.99,71.72,92893.23,40.23,89.31,新疆维吾尔自治区
29426,4.41,4.69,1.6,0.27,0.19,47.71,-4.27,-1.95,257.43,72.83,92904.27,40.25,89.49,新疆维吾尔自治区
29427,4.38,4.67,1.6,0.28,0.19,47.69,-4.78,-2.08,257.21,73.38,92881.59,40.27,89.66,新疆维吾尔自治区
29428,4.34,4.63,1.6,0.29,0.19,47.57,-5.26,-2.31,257.4,72.24,92862.47,40.29,89.84,新疆维吾尔自治区
29429,4.3,4.58,1.59,0.3,0.19,47.53,-5.56,-2.55,257.78,71.24,92860.92,40.31,90.01,新疆维吾尔自治区
29430,4.25,4.53,1.58,0.31,0.19,47.77,-5.61,-2.82,258.01,70.58,92824.44,40.33,90.19,新疆维吾尔自治区
29431,4.19,4.47,1.56,0.33,0.19,48.26,-5.36,-3.07,257.96,70.87,92779.35,40.35,90.36,新疆维吾尔自治区
29432,4.09,4.36,1.53,0.34,0.19,48.95,-4.83,-3.27,257.83,71.67,92754.41,40.36,90.54,新疆维吾尔自治区
29433,3.96,4.21,1.49,0.36,0.19,49.84,-4.14,-3.38,257.78,72.07,92821.12,40.38,90.71,新疆维吾尔自治区
29434,3.77,4.01,1.43,0.35,0.19,50.97,-3.35,-3.32,258.06,71.92,92917.53,40.4,90.89,新疆维吾尔自治区
29435,3.48,3.71,1.33,0.3,0.19,52.19,-2.47,-2.89,258.9,70.51,92962.97,40.42,91.06,新疆维吾尔自治区
29436,3.11,3.31,1.2,0.22,0.18,52.82,-2.43,-1.48,260.8,63.56,92749.52,40.44,91.24,新疆维吾尔自治区
29437,2.81,3,1.09,0.16,0.18,52.28,-4.02,0.32,263.7,50.45,91703.68,40.45,91.41,新疆维吾尔自治区
29438,2.72,2.91,1.07,0.16,0.18,51.99,-5.7,0.65,264.6,45.19,89866.8,40.47,91.59,新疆维吾尔自治区
29439,2.72,2.91,1.06,0.16,0.18,52.29,-6.08,0.21,263.92,46.58,88449.4,40.49,91.77,新疆维吾尔自治区
29440,2.74,2.93,1.07,0.16,0.18,52.84,-5.67,-0.53,262.86,51.9,88409.54,40.5,91.94,新疆维吾尔自治区
29441,2.75,2.94,1.07,0.17,0.18,53.88,-4.93,-1.24,262.56,53.97,89332.27,40.52,92.12,新疆维吾尔自治区
29442,2.76,2.95,1.08,0.17,0.18,55.01,-4.14,-1.56,262.78,53.67,90330.61,40.54,92.29,新疆维吾尔自治区
29443,2.76,2.95,1.1,0.18,0.18,56.1,-3.44,-1.54,262.96,53.21,90940.55,40.55,92.47,新疆维吾尔自治区
29444,2.75,2.94,1.11,0.2,0.18,57.13,-2.52,-1.24,262.95,53.58,91382.52,40.57,92.65,新疆维吾尔自治区
29445,2.7,2.89,1.11,0.23,0.18,57.95,-1.77,-0.91,262.99,53.69,91800.03,40.58,92.82,新疆维吾尔自治区
29446,2.62,2.81,1.1,0.27,0.18,58.41,-1.89,-0.83,263.49,50.84,91582.13,40.6,93,新疆维吾尔自治区
29447,2.56,2.75,1.09,0.31,0.17,58.25,-3.06,-0.52,264.15,46.98,90584.59,40.61,93.17,新疆维吾尔自治区
29448,2.52,2.72,1.08,0.32,0.17,57.61,-5.18,-0.39,264.7,44,89453.12,40.63,93.35,新疆维吾尔自治区
29449,2.51,2.72,1.08,0.32,0.17,57.36,-6.95,-0.07,264.91,41.87,88006.92,40.64,93.53,甘肃省
29450,2.54,2.75,1.09,0.31,0.17,57.22,-6.67,-0.05,264.14,42.66,86117.34,40.66,93.7,甘肃省
29451,2.59,2.8,1.11,0.31,0.18,57.18,-5.12,-0.12,262.9,46.9,85182.78,40.67,93.88,甘肃省
